<--------------------,Recruitment info in previous tab,,,,,,,,,"If not listed, character gains",,,,,"Base stats were all calculated. If anything looks odd, please contact me!",,,,,,,,,,,,Remember that you need to add class growths!,,,,I tested Alear and Dragon Child growths:,,,https://twitter.com/Aveyn_Knight/status/1616091790746222592,,,,,,,,,,,,,,,,Seems odd?,,,,,,,,,,,
,Sorry about any messed up symbolsÃ©,,,,,,,,,Proficiency from their initial class,,,,Internal,Enemy stats are for Normal mode (keep scrolling ------------------------------------> for Hard mode stats),,,,,,,,,,,,,,,,,,"Also Sight and Movement growth, but all 0",,,,,,,,,,,,,,,,,,,Hard mode stats,,,,,,,,,
Corrupted,,PID_M022_異形兵_ウルフナイト,Wolf Knight,---,Female,---,---,,Default,---,---,,13,0,45,17,7,26,29,11,13,15,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,45,20,10,24,27,15,18,14,9,6
Corrupted,,PID_M022_異形兵_セイジ,Sage,---,Female,---,---,,Default,---,---,,13,0,31,5,23,22,19,7,20,12,8,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,31,8,27,21,18,11,26,11,8,5
Corrupted,,PID_M022_異形兵_マージナイト,Mage Knight,---,Male,---,---,,Default,---,---,,13,0,34,14,16,19,21,10,17,8,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,34,16,21,18,20,14,23,8,9,6
Corrupted,,PID_M022_異形兵_マスターモンク,Martial Master,---,Male,---,---,,Default,---,---,,13,0,43,16,16,17,17,11,16,12,11,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,43,19,20,16,16,15,22,11,10,5
Corrupted,,PID_M022_異形兵_ハイプリースト,High Priest,---,Female,---,---,,Default,---,---,,13,0,37,7,20,20,20,7,22,17,9,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,37,10,25,19,19,11,28,16,8,5
Corrupted,,PID_M022_異形兵_グリフォンナイト,Griffin Knight,---,Male,---,---,,Default,---,---,,13,0,44,18,14,30,31,11,18,16,10,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,44,21,17,28,29,15,22,15,9,6
Corrupted,,PID_M022_異形兵_ドラゴンナイト,Wyvern Knight,---,Female,---,---,,Default,---,---,,13,0,53,21,10,27,25,14,9,9,12,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,53,26,12,25,23,20,13,9,12,6
Corrupted,,PID_M022_異形兵_シーフ,Thief,---,Female,---,---,,Default,---,---,,33,0,41,18,4,32,28,15,8,12,9,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,41,22,6,30,26,19,12,11,8,5
Sigurd,,PID_M022_紋章士_シグルド,Emblem,---,Male,---,---,,Default,---,---,,1,0,25,8,4,6,7,7,4,5,7,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of the Holy War. A noble knight with a mighty lineage.,25,8,4,6,7,7,4,5,7,6
Celica,,PID_M022_紋章士_セリカ,Emblem,---,Female,---,---,,Default,---,---,,1,0,22,6,9,4,5,4,8,2,5,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,"Known as the Emblem of Echoes. The princess of a vibrant country, as well as a warrior priestess.",22,6,9,4,5,4,8,2,5,5
Micaiah,,PID_M022_紋章士_ミカヤ,Emblem,---,Female,---,---,,Default,---,---,,1,0,21,2,8,5,7,3,10,4,4,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of Dawn. Bearer of strange healing powers as well as visions of the future.,21,2,8,5,7,3,10,4,4,5
Roy,,PID_M022_紋章士_ロイ,Emblem,---,Male,---,---,,Default,---,---,,1,0,24,10,2,4,6,6,2,3,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,"Known as the Emblem of Binding. A nobleman who excels as a general, brave and intelligent.",24,10,2,4,6,6,2,3,6,5
Leif,,PID_M022_紋章士_リーフ,Emblem,---,Male,---,---,,Default,---,---,,1,0,24,8,4,6,8,6,3,3,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of Genealogy. A brave prince in whose veins runs the blood of two crusaders.,24,8,4,6,8,6,3,3,6,5
Lucina,,PID_M022_紋章士_ルキナ,Emblem,---,Female,---,---,,Default,---,---,,1,0,22,4,4,11,11,4,3,4,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of Awakening. A royal heir who knows anything can change and will not yield to despair.,22,4,4,11,11,4,3,4,6,5
Lyn,,PID_M022_紋章士_リン,Emblem,---,Female,---,---,,Default,---,---,,1,0,22,4,3,9,11,4,3,3,5,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of Blazing. A virtuoso swordswoman from a nomadic tribe that lived in nature.,22,4,3,9,11,4,3,3,5,5
Ike,,PID_M022_紋章士_アイク,Emblem,---,Male,---,---,,Default,---,---,,1,0,28,8,1,6,4,10,1,2,8,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of Radiance. A famous mercenary leader with unparalleled skill in battle.,28,8,1,6,4,10,1,2,8,5
Byleth,,PID_M022_紋章士_ベレト,Emblem,---,Male,---,---,,Default,---,---,,1,0,23,7,4,7,11,5,5,9,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of the Academy. A mercenary who became a teacher.,23,7,4,7,11,5,5,9,6,5
Corrin,,PID_M022_紋章士_カムイ,Emblem,---,Female,---,---,,Default,---,---,,1,0,23,7,4,7,8,5,4,4,5,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of Fates. Someone with an iron will and the blood of the First Dragons.,23,7,4,7,8,5,4,4,5,5
Eirika,,PID_M022_紋章士_エイリーク,Emblem,---,Female,---,---,,Default,---,---,,1,0,22,7,3,8,11,4,5,10,4,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,Known as the Emblem of the Sacred. A compassionate princess who takes up her sword for the sake of peace.,22,7,3,8,11,4,5,10,4,5
Marth,Paralogue 14,PID_S014_マルス,Emblem,---,Male,---,---,,Default,---,---,,40,0,58,17,2,35,34,11,17,23,12,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,"Divine Speed, Perceptive+, Unyielding++, Break Defenses, (Stuck)",(Hit/Avoid -20),---,Unbreakable,Lodestar Rush,---,"Known as the Emblem of Beginnings. A hero among heroes, brimming with nobility and charisma.",58,28,8,35,34,22,30,23,12,5
Fabrication,"""Astram""",PID_S014_幻影兵_アストリア,Hero,---,Male,---,---,,Default,---,---,,20,0,60,24,0,26,33,16,12,33,12,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,62,38,6,27,35,29,22*,33*,13,5
Fabrication,,PID_S014_幻影兵_ジェネラル,General,---,Male,---,---,,Default,---,---,,15,0,63,23,1,24,15,23,3,9,18,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,66,38,3,25,15,37,9,10,18,4
Fabrication,,PID_S014_幻影兵_ハルバーディア,Halberdier,---,Male,---,---,,Default,---,---,,15,0,51,23,7,29,22,15,8,9,11,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,54,29,13,30,24,23,15,10,11,5
Fabrication,,PID_S014_幻影兵_セイジ,Sage,---,Female,---,---,,Default,---,---,,15,0,37,4,23,22,19,6,15,12,8,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,38,9,35,23,20,18,29,13,8,5
Fabrication,,PID_S014_幻影兵_マスターモンク,Martial Master,---,Male,---,---,,Default,---,---,,15,0,45,15,16,17,17,10,11,12,11,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,47,21,23,18,18,22,25,12,11,5
Fabrication,,PID_S014_幻影兵_ハイプリースト,High Priest,---,Female,---,---,,Default,---,---,,15,0,38,6,20,20,20,6,17,17,9,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,40,11,28,21,21,18,31,18,9,5
Fabrication,,PID_S014_幻影兵_ウォーリアー,Warrior,---,Male,---,---,,Default,---,---,,15,0,62,23,1,19,21,10,5,5,14,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,65,30,6,20,22,17,11,5,15,5
Fabrication,,PID_S014_幻影兵_スナイパー,Sniper,---,Female,---,---,,Default,---,---,,15,0,51,22,1,32,20,11,7,11,10,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,53,33,6,34,21,26,19,11,10,5
Fabrication,,PID_S014_幻影兵_ブレイブヒーロー,Hero,---,Male,---,---,,Default,---,---,,15,0,50,20,0,23,21,14,7,14,12,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,53,30,5,25,27,27,18,15,12,5
Fabrication,,PID_S014_幻影兵_シーフ,Thief,---,Male,---,---,,Default,---,---,,30,0,39,17,1,28,19,8,6,10,8,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,46,34,6,30,26,18,20,11,8,5
Fabrication,,PID_S014_幻影兵_ドラゴンナイト,Wyvern Knight,---,Female,---,---,,Default,---,---,,15,0,55,21,9,26,24,14,8,9,12,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,58,29,14,28,26,23,15,10,13,6
Fabrication,,PID_S014_幻影兵_マージナイト,Mage Knight,---,Female,---,---,,Default,---,---,,15,0,35,13,16,19,21,9,12,8,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,36,18,24,20,22,16,26,9,9,6
Fabrication,,PID_S014_幻影兵_グレートナイト,Great Knight,---,Male,---,---,,Default,---,---,,15,0,52,20,2,26,16,20,7,12,14,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,54,26,5,28,17,34,14,13,15,6
Fabrication,,PID_S014_幻影兵_パラディン,Paladin,---,Male,---,---,,Default,---,---,,15,0,52,22,2,28,23,14,11,12,12,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,55,28,7,30,25,23,18,13,12,6
Fabrication,,PID_S014_幻影兵_ボウナイト,Bow Knight,---,Female,---,---,,Default,---,---,,15,0,46,16,4,28,23,8,11,12,10,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.,48,22,9,30,25,15,18,13,10,6
Corrupted,Paralogue 15,PID_S015_異形兵_ボス,Hero,---,Female,---,---,,Default,---,---,,21,0,55,25,2,26,31,19,11,16,12,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,Unbreakable,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,59,32,6,28,31,25,16,17,13,5
Corrupted,,PID_S015_異形兵_蛮族_指輪,Barbarian,---,Male,---,---,,Default,---,---,,40,0,62,26,2,18,24,14,10,4,16,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,"Anchor, (Foe with Death Convo)",(Hit/Avoid -10),---,Unbreakable,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,67,34,2,21,24,20,14,4,17,4
Corrupted,,PID_S015_異形兵_蛮族,Barbarian,---,Female,---,---,,Default,---,---,,36,0,58,25,2,16,17,10,6,1,15,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,62,31,2,18,18,15,9,4,16,4
Corrupted,,PID_S015_異形兵_ブレイブヒーロー,Hero,---,Female,---,---,,Default,---,---,,16,0,51,23,2,24,27,17,11,12,12,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,55,29,5,26,28,23,14,15,12,5
Corrupted,,PID_S015_異形兵_ウォーリアー,Warrior,---,Male,---,---,,Default,---,---,,16,0,63,26,3,19,22,13,9,3,14,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,67,31,6,21,23,18,12,6,15,5
Corrupted,,PID_S015_異形兵_ハルバーディア,Halberdier,---,Female,---,---,,Default,---,---,,16,0,52,26,9,29,25,18,12,7,11,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,56,30,13,32,25,24,16,10,11,5
Corrupted,,PID_S015_異形兵_ジェネラル,General,---,Male,---,---,,Default,---,---,,16,0,59,26,3,24,10,31,7,7,18,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,63,32,3,26,11,39,10,10,19,4
Corrupted,,PID_S015_異形兵_マージナイト,Mage Knight,---,Male,---,---,,Default,---,---,,16,0,35,16,18,19,22,12,21,6,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,37,19,25,20,23,17,27,9,10,6
Corrupted,,PID_S015_異形兵_ボウナイト,Bow Knight,---,Male,---,---,,Default,---,---,,16,0,47,19,6,29,26,11,15,10,10,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,50,23,9,31,26,15,19,14,10,6
Corrupted,,PID_S015_異形兵_ウルフナイト,Wolf Knight,---,Male,---,---,,Default,---,---,,16,0,48,20,8,26,31,13,17,13,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,51,24,12,28,31,18,22,16,10,6
Corrupted,,PID_S015_異形兵_マスターモンク,Martial Master,---,Male,---,---,,Default,---,---,,16,0,45,18,18,17,18,13,20,10,11,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,48,22,24,18,19,18,26,13,11,5
Corrupted,,PID_S015_異形兵_ハイプリースト,High Priest,---,Female,---,---,,Default,---,---,,16,0,39,9,22,20,21,9,26,15,9,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,41,12,29,22,22,14,33,19,9,5
Corrupted,,PID_S015_異形兵_グリフォンナイト,Griffin Knight,---,Female,---,---,,Default,---,---,,16,0,47,21,16,30,32,13,21,14,10,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,50,25,21,33,34,18,25,17,10,6
Corrupted,,PID_S015_異形兵_シーフ,Thief,---,Female,---,---,,Default,---,---,,36,0,43,21,4,32,30,17,11,10,9,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -20),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,45,27,7,35,30,22,15,13,9,5
Zephia,Chapter 23,PID_M023_セピア,Melusine,---,Female,---,---,,Default,Sword,---,,37,0,53,22,26,24,34,26,26,9,10,6,0,,75,45,45,45,60,40,45,25,10,,0,0,0,0,5,0,0,,(Foe with Death Convo),(Hit/Avoid -10),Stalwart,"Duelist's Blow, Veteran+",---,---,The leader of the Four Hounds. She is descended from mage dragons and has lived thousands of years.,59,26,28,22,33,28,28,11,10,6
Griss,,PID_M023_グリ,Sage,---,Male,---,---,,Default,Staff,---,,17,0,43,15,36,21,20,20,31,12,9,5,0,,70,40,60,25,30,45,60,30,10,,0,0,0,0,10,0,0,,(Foe with Death Convo),(Hit/Avoid -10),---,"Seal Resistance, Veteran+",---,---,Fearsome member of the Four Hounds. A dangerously unstable and violent user of powerful magic.,45,15,38,20,20,23,33,14,9,5
Corrupted,,PID_M023_異形兵_ソードマスター,Swordmaster,---,Female,---,---,,Default,---,---,,15,0,44,18,4,28,31,15,11,16,9,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,47,23,9,29,32,20,16,17,9,5
Corrupted,,PID_M023_異形兵_ロイヤルナイト,Royal Knight,---,Female,---,---,,Default,---,---,,14,0,45,18,14,29,25,13,16,13,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,49,25,21,30,26,18,22,15,9,6
Corrupted,,PID_M023_異形兵_ベルセルク,Berserker,---,Male,---,---,,Default,---,---,,11,0,58,25,0,15,18,11,4,5,15,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,62,30,3,15,18,15,6,5,16,5
Corrupted,,PID_M023_異形兵_グレートナイト,Great Knight,---,Male,---,---,,Default,---,---,,16,0,52,22,2,27,17,24,9,12,14,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,55,26,5,28,17,32,14,13,15,6
Corrupted,,PID_M023_異形兵_パラディン,Paladin,---,Male,---,---,,Default,---,---,,15,0,51,23,2,29,25,15,12,12,11,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,55,28,7,30,25,23,18,13,12,6
Corrupted,,PID_M023_異形兵_ウルフナイト,Wolf Knight,---,Female,---,---,,Default,---,---,,11,0,43,17,6,25,26,14,14,13,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,46,21,10,25,27,19,19,14,9,6
Corrupted,,PID_M023_異形兵_ボウナイト,Bow Knight,---,Male,---,---,,Default,---,---,,14,0,44,17,3,29,23,12,12,11,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,48,21,8,29,24,17,17,13,10,6
Corrupted,,PID_M023_異形兵_マージナイト,Mage Knight,---,Female,---,---,,Default,---,---,,14,0,34,12,17,19,21,12,18,8,7,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,35,18,23,19,22,17,26,8,7,6
Corrupted,,PID_M023_異形兵_マスターモンク,Martial Master,---,Male,---,---,,Default,---,---,,11,0,41,15,15,16,17,14,17,10,10,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,44,19,21,16,17,19,23,11,10,5
Corrupted,,PID_M023_異形兵_グリフォンナイト,Griffin Knight,---,Female,---,---,,Default,---,---,,15,0,45,19,13,30,31,13,18,15,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,48,24,20,31,32,18,24,17,10,6
Corrupted,,PID_M023_異形兵_グリフォンナイト_自壊持ち,Griffin Knight,---,Female,---,---,,Default,---,---,,15,0,45,19,13,30,31,13,18,15,9,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),Self-Destruct,Self-Destruct,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,48,24,20,31,32,18,24,17,10,6
Corrupted,,PID_M023_異形兵_ドラゴンナイト,Wyvern Knight,---,Female,---,---,,Default,---,---,,14,0,53,22,8,27,24,18,10,9,12,6,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,(Hit/Avoid -10),---,---,---,---,A corpse raised by the Fell Dragon's powers. It has no will of its own and exists only to follow orders.,57,28,14,27,25,25,15,9,12,6
